dataset,replica,lag,T,N,rank,rank_deficient,dup_col_pairs,gt_offdiag_pos,gt_offdiag_neg,mA_auroc,mA_auroc_T,mA_auprc,mA_score_std,mA_score_is_constant,mA_failed_tests,mA_runtime_sec,mB_auroc,mB_auroc_T,mB_auprc,mB_score_std,mB_score_is_constant,mB_failed_tests,mB_runtime_sec,mC_auroc,mC_auroc_T,mC_auprc,mC_score_std,mC_score_is_constant,mC_failed_tests,mC_runtime_sec,mD_auroc,mD_auroc_T,mD_auprc,mD_score_std,mD_score_is_constant,mD_failed_tests,mD_runtime_sec
nd8,0,16,2000,8,7,True,z==w,9,47,0.5,0.5,0.47142506053912087,0.0,True,56,0.6799853248521686,0.7245862884160756,0.6382978723404256,0.34479115014348555,42715531539.45262,False,0,0.05135081009939313,0.8557919621749409,0.6170212765957447,0.7276936026936026,58.70343119874501,False,2,0.870681534986943,0.8605200945626478,0.6548463356973995,0.7752364919031586,45.38511722599596,False,0,4.300733828917146
