,y,z,w,o,b,c
y,0.8049403429031372,0.8074788451194763,0.815308690071106,0.49175259470939636,0.3225276470184326,0.388380229473114
z,0.8424769639968872,0.7805695533752441,0.7825102806091309,0.4952963888645172,0.2984224557876587,0.30572885274887085
w,0.8476155400276184,0.7096803188323975,0.7177138924598694,0.48322558403015137,0.3088010549545288,0.33240315318107605
o,0.26658895611763,0.27640432119369507,0.2744547724723816,0.8136951923370361,0.822553813457489,0.7272021174430847
b,0.23182296752929688,0.24711307883262634,0.23718012869358063,0.8006631731987,0.8249789476394653,0.7744827270507812
c,0.2400321513414383,0.23552626371383667,0.23403659462928772,0.6304158568382263,0.7259330749511719,0.7801989316940308
