,y,z,w,o,b,c
y,4.779479736343627e-246,2.4363107673814562e-32,2.4363107673814562e-32,1.9634817392403106e-110,0.0029071645167538466,0.04618524074532052
z,4.348308095840241e-08,1.1002238815561147e-306,1.1002238815561147e-306,1.1064679459435577e-15,0.24209848372068946,0.3150289495256632
w,4.348308095840241e-08,1.1002238815561147e-306,1.1002238815561147e-306,1.1064679459435577e-15,0.24209848372068946,0.3150289495256632
o,0.00030150907064230276,0.11654780512077036,0.11654780512077036,1.83655720239596e-99,2.3381799969719702e-146,3.7433763530547276e-09
b,4.5909028469747815e-07,0.18871193523139723,0.18871193523139723,4.341051771968201e-09,7.828188199915756e-243,0.0034661979041022317
c,0.016941296878848485,0.2131528829045907,0.2131528829045907,0.12054872801028556,7.718433671370615e-05,2.1096558312569828e-152
