,x0,x1,x2,x3,x4,x5,x6,x7
x0,0.0,0.51573460764984,0.5962112598813507,0.5962112598813507,0.9349879016955702,0.17537565103027622,0.1881401106296679,0.09005109384201741
x1,0.32508399903173457,0.0,0.5153639336663107,0.5153639336663107,0.023777993062378572,0.15302877438091939,0.2918008723952248,0.12983254877667444
x2,107779290239.42761,51569503896.90084,0.0,192081577950.2713,17172060099.816767,72576233801.379,58995787258.09348,6425308926.36483
x3,107779290239.41777,51569503896.87963,192081577949.82834,0.0,17172060099.823381,72576233801.42145,58995787258.10348,6425308926.354673
x4,0.20696327391731342,0.1342686068851724,0.2209762735922635,0.2209762735922635,0.0,0.1937694711261813,0.3224363914686922,0.14339581510284213
x5,0.1728819932691271,0.13313298648087943,0.20673859396297642,0.20673859396297642,1.0072856102417713,0.0,0.48226072586675134,0.3103400465379034
x6,0.05259846151240445,0.08442618946933955,0.07536233460006259,0.07536233460006259,0.024155252147343566,0.5739756079346328,0.0,0.1335146309980537
x7,0.08266085645105396,0.06674611625013264,0.08657139845146633,0.08657139845146633,0.03134033899471606,0.12727088644652898,0.17415445170778793,0.0
