,x,y,z,w,o,a,b,c
x,0.0,124.38512422173005,108.88204175675739,108.88204175675739,223.20344320081003,1.1324809435332697,0.7490929843615347,0.21430568141898138
y,65.41562634739955,0.0,139.4644269722831,139.4644269722831,43.00502359958798,1.5992933710839512,2.93462340675707,1.912887997800206
z,0.4189456940473175,2.7041646905408983,0.0,-0.0,22.301449505410368,1.2982063525150611,0.0008349676495120327,0.02014734891794843
w,0.4189456940473175,2.7041646905408983,-0.0,0.0,22.301449505410368,1.2982063525150611,0.0008349676495120327,0.02014734891794843
o,4.161762094831087,2.202628412105923,2.2194133400083285,2.2194133400083285,0.0,5.5240181632057475,108.5068804316858,79.76801578901045
a,0.7757083538852715,2.7805340811059773,0.1486947534617723,0.1486947534617723,690.7755278982137,0.0,170.31400788817297,120.60589438963795
b,0.16050192516346937,1.317370499574737,1.0901358390469396,1.0901358390469396,80.29480386325521,213.59277328285987,0.0,13.631569664908922
c,0.13420813486727937,0.05275645485583096,0.11105971944699627,0.11105971944699627,6.542509520125596,4.672669657854163,7.915175639763137,0.0
