replica_index,data_path,structure_path,dataset_type,sequence_length,num_variables,lag_used,gt_edges_offdiag,gt_edges_total,predicted_edges_offdiag,rank,rank_deficient,duplicate_pairs,granger_successful_tests,granger_failed_tests,score_min,score_max,score_mean,score_std,tp,fp,fn,tn,auroc,auprc,f1,shd,core_runtime_sec,end_to_end_runtime_sec
0,/storage/home/ydk297/projects/time_series/baseline/data/Finance/finance_data_0.csv,/storage/home/ydk297/projects/time_series/baseline/data/Finance/finance_struct_0.csv,finance,4000,25,5,20,20,505,25,False,,600,0,0.12767176315477025,594.2544645843087,31.070319023065142,47.290663163865304,20,485,0,95,0.9200862068965517,0.48567815975914674,0.07619047619047618,485,13.260691110044718,13.307203592266887
