sample_id,dataset,mode,split,num_variables,sequence_length,observed_variable_count,hidden_variable_count,ground_truth_edges,predicted_edges,auroc,auprc,f1,accuracy,shd,runtime_sec,threshold,native_binary_f1,native_binary_accuracy,native_binary_shd
replica_000,nc8,latent,,6,2000,6,2,3,4,0.9494949494949495,0.5333333333333333,0.5714285714285715,0.9166666666666666,3,1540.1521516796201,0.03817238286137581,0.4615384615384615,0.8055555555555556,7
replica_001,nc8,latent,,6,2000,6,2,3,3,0.9393939393939394,0.5317460317460317,0.6666666666666666,0.9444444444444444,2,1540.8768507060595,0.03817238286137581,0.33333333333333337,0.6666666666666666,12
replica_002,nc8,latent,,6,2000,6,2,3,3,0.9393939393939394,0.5317460317460317,0.6666666666666666,0.9444444444444444,2,1540.9817492300645,0.03817238286137581,0.17142857142857143,0.19444444444444445,29
replica_003,nc8,latent,,6,2000,6,2,3,3,0.9595959595959596,0.5888888888888889,0.6666666666666666,0.9444444444444444,2,1539.379064123612,0.03817238286137581,0.33333333333333337,0.6666666666666666,12
replica_004,nc8,latent,,6,2000,6,2,3,3,0.9292929292929293,0.5138888888888888,0.6666666666666666,0.9444444444444444,2,1534.5764015982859,0.03817238286137581,0.3,0.6111111111111112,14
