,y,z,w,o,b,c
y,214.57828470361073,39.76949340409089,39.76949340409089,143.91001909700122,2.257212785063663,1.5578545679397267
z,8.177314979844574,288.82095119152484,288.82095119152484,16.990605500424152,1.7379524122116397,0.7772310654869242
w,8.177314979844574,288.82095119152484,288.82095119152484,16.990605500424152,1.7379524122116397,0.7772310654869242
o,1.6087162285319274,1.7115110762802273,1.7115110762802273,80.300484620684,185.30483387782482,11.724447337119868
b,8.239516559832394,0.7776496140906538,0.7776496140906538,5.191380428044852,161.34741276011906,11.777834796900285
c,1.643183297211756,0.9392092800851533,0.9392092800851533,0.8727453890287451,3.901658946650447,177.42356954651493
