replica_index,data_path,structure_path,dataset_type,sequence_length,num_variables,lag_used,gt_edges_offdiag,gt_edges_total,predicted_edges_offdiag,rank,rank_deficient,duplicate_pairs,granger_successful_tests,granger_failed_tests,score_min,score_max,score_mean,score_std,tp,fp,fn,tn,auroc,auprc,f1,shd,core_runtime_sec,end_to_end_runtime_sec
0,H:\Project\meta\causal-discovery-rebuttal-artifacts_check\code\data\NC8\nc8_data_0.csv,H:\Project\meta\causal-discovery-rebuttal-artifacts_check\code\data\NC8\nc8_struct_0.csv,nc8,2000,8,1,7,11,27,7,True,z==w,56,0,-0.0,393.81930848298106,35.98820807277851,82.5286605822556,6,21,1,28,0.5947521865889213,0.17832165189308044,0.35294117647058826,22,0.08833669999967242,0.16112579999935406
