sample_id,dataset,mode,split,num_variables,sequence_length,observed_variable_count,hidden_variable_count,ground_truth_edges,predicted_edges,auroc,auprc,f1,accuracy,shd,runtime_sec,threshold,native_binary_f1,native_binary_accuracy,native_binary_shd
sample_00276,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7491460020242915,0.10818203088319636,0.0,0.96484375,144,44.029660006053746,0.3947333693504334,0.22916666666666666,0.8916015625,432
sample_00277,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7246049820062977,0.1045971094141455,0.0,0.96484375,144,43.93273303192109,0.3947333693504334,0.2326388888888889,0.89208984375,429
sample_00278,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7476031826360774,0.10521555980207489,0.0,0.96484375,144,43.97752809803933,0.3947333693504334,0.20833333333333334,0.888671875,443
sample_00279,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7561115328385065,0.10822232238970743,0.0,0.96484375,144,44.002948198933154,0.3947333693504334,0.21875000000000003,0.89013671875,435
sample_00280,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7290805639901035,0.10363940393262754,0.0,0.96484375,144,44.071031014900655,0.3947333693504334,0.20833333333333334,0.888671875,441
sample_00281,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7274077119883041,0.10041761637938645,0.0,0.96484375,144,44.159812732134014,0.3947333693504334,0.2048611111111111,0.88818359375,444
sample_00282,simulated_fMRI,latent,test,64,240,64,4,144,0,0.746554135739991,0.10118191631059686,0.0,0.96484375,144,44.141184381209314,0.3947333693504334,0.2048611111111111,0.88818359375,443
sample_00283,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7498682101889339,0.10475974591198224,0.0,0.96484375,144,43.96035243431106,0.3947333693504334,0.21180555555555555,0.88916015625,441
sample_00284,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7367085582546109,0.10454473694706495,0.0,0.96484375,144,44.052656058222055,0.3947333693504334,0.2152777777777778,0.8896484375,438
sample_00285,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7162442363922628,0.09713211359464974,0.0,0.96484375,144,44.217723328620195,0.3947333693504334,0.17777777777777776,0.927734375,282
sample_00286,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7456298498650472,0.10430882656472734,0.0,0.96484375,144,44.22767387190834,0.3947333693504334,0.2152777777777778,0.8896484375,437
sample_00287,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7396465924426451,0.09439408494325967,0.0,0.96484375,144,44.03047611890361,0.3947333693504334,0.1909722222222222,0.88623046875,450
sample_00288,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7339198858524516,0.10309600644896845,0.0,0.96484375,144,44.06500853970647,0.3947333693504334,0.20833333333333334,0.888671875,440
sample_00289,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7307130004498426,0.1050070875594807,0.0,0.96484375,144,44.06299096764997,0.3947333693504334,0.22569444444444445,0.89111328125,436
sample_00290,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7326265885065227,0.09842540160866546,0.0,0.96484375,144,44.166363610420376,0.3947333693504334,0.2048611111111111,0.88818359375,444
sample_00291,simulated_fMRI,latent,test,64,240,64,4,144,0,0.718801837325686,0.10070519493388347,0.0,0.96484375,144,44.08620625408366,0.3947333693504334,0.20833333333333334,0.888671875,440
sample_00292,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7207496907332434,0.10562198719344772,0.0,0.96484375,144,44.29829904716462,0.3947333693504334,0.22916666666666666,0.8916015625,434
sample_00293,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7117914979757085,0.09629095116788938,0.0,0.96484375,144,43.859482012689114,0.3947333693504334,0.1909722222222222,0.88623046875,451
sample_00294,simulated_fMRI,latent,test,64,240,64,4,144,0,0.744533358636977,0.09969154477080172,0.0,0.96484375,144,44.180514690931886,0.3947333693504334,0.2013888888888889,0.8876953125,448
sample_00295,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7246752699055331,0.10507526616289588,0.0,0.96484375,144,44.23522182088345,0.3947333693504334,0.2048611111111111,0.88818359375,446
sample_00296,simulated_fMRI,latent,test,64,240,64,4,144,0,0.730915078160144,0.0995995751081031,0.0,0.96484375,144,44.241872668266296,0.3947333693504334,0.20833333333333334,0.888671875,440
sample_00297,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7261952457264957,0.09822025675063044,0.0,0.96484375,144,44.33244568808004,0.3947333693504334,0.2152777777777778,0.8896484375,443
sample_00298,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7170507900359874,0.10240572024978227,0.0,0.96484375,144,44.30117612378672,0.3947333693504334,0.2,0.9296875,275
sample_00299,simulated_fMRI,latent,test,64,240,64,4,144,0,0.7502565508322088,0.10661069708538592,0.0,0.96484375,144,44.33338936511427,0.3947333693504334,0.2013888888888889,0.8876953125,446
