,y,z,w,o,b,c
y,6.671330871773242e-224,1.0162260628362587e-66,1.0162260628362587e-66,6.0644431152635e-141,0.003968972710263622,0.015337397104649627
z,1.016044451101169e-07,0.0,0.0,1.2844213663567332e-08,3.1605422734279425e-26,0.04870119656563933
w,1.016044451101169e-07,0.0,0.0,1.2844213663567332e-08,3.1605422734279425e-26,0.04870119656563933
o,0.004624843202849011,3.0109664368931483e-12,3.0109664368931483e-12,1.906206431829082e-92,1.2942057639710659e-206,1.1789718050813693e-09
b,4.575999917609619e-10,9.49973075816888e-09,9.49973075816888e-09,1.6013906339471424e-10,8.872666360582331e-139,9.899191595986322e-05
c,0.08486586901599909,0.014131190040787075,0.014131190040787075,0.016233299389530116,0.00012188980225392263,6.586220741617501e-185
