dataset,replica,lag,T,N,rank,rank_deficient,dup_col_pairs,gt_offdiag_pos,gt_offdiag_neg,mA_auroc,mA_auroc_T,mA_auprc,mA_score_std,mA_score_is_constant,mA_failed_tests,mA_runtime_sec,mB_auroc,mB_auroc_T,mB_auprc,mB_score_std,mB_score_is_constant,mB_failed_tests,mB_runtime_sec,mC_auroc,mC_auroc_T,mC_auprc,mC_score_std,mC_score_is_constant,mC_failed_tests,mC_runtime_sec,mD_auroc,mD_auroc_T,mD_auprc,mD_score_std,mD_score_is_constant,mD_failed_tests,mD_runtime_sec
finance,0,5,4000,25,25,False,,20,580,0.9996551724137931,0.6281896551724138,0.9906926406926406,27.01915271058544,False,0,76.46719615301117,0.9992241379310345,0.5539655172413793,0.9803394355453852,0.13397252977421623,False,0,0.14850953733548522,0.9996551724137931,0.6281896551724138,0.9906926406926406,27.01915271058544,False,0,78.05399017687887,0.9200862068965517,0.49198275862068963,0.48567815975914674,20.53807405761208,False,0,12.351158097852021
