replica_index,data_path,structure_path,dataset_type,sequence_length,num_variables,lag_used,gt_edges_offdiag,gt_edges_total,predicted_edges_offdiag,rank,rank_deficient,duplicate_pairs,granger_successful_tests,granger_failed_tests,score_min,score_max,score_mean,score_std,tp,fp,fn,tn,auroc,auprc,f1,shd,core_runtime_sec,end_to_end_runtime_sec
0,/storage/home/ydk297/projects/time_series/baseline/data/ND8/nc8_dynamic_0.csv,/storage/home/ydk297/projects/time_series/baseline/data/ND8/nc8_structure_dynamic.npy,nd8,2000,8,16,9,13,23,7,True,z==w,56,0,-0.0,690.7755278982137,45.2785760674953,104.50309436836555,8,15,1,32,0.8605200945626478,0.7752364919031586,0.5,16,4.972709104884416,4.987642758991569
