,y,z,w,o,b,c
y,23.129005432128906,3.5858163833618164,3.459658622741699,4.118627548217773,0.4221839904785156,0.6866016387939453
z,2.3096275329589844,11.010210037231445,8.551043510437012,0.011087417602539062,0.010855674743652344,0.30684757232666016
w,1.9055910110473633,9.661903381347656,11.322138786315918,0.10748863220214844,0.016740798950195312,0.19922542572021484
o,0.037816524505615234,0.0032978057861328125,0.0013132095336914062,13.76584243774414,2.896608352661133,4.128269195556641
b,0.0,0.001964569091796875,0.0033969879150390625,7.106790542602539,23.28611946105957,3.93355655670166
c,0.0,0.1468038558959961,0.1349945068359375,0.03357505798339844,1.6212158203125,26.122516632080078
