,y,z,w,o,b,c
y,0.7899048924446106,0.8116424083709717,0.8239549994468689,0.5170519948005676,0.32886016368865967,0.3713451623916626
z,0.8398011922836304,0.7814764976501465,0.780052125453949,0.5125994086265564,0.32877036929130554,0.33635324239730835
w,0.8396556973457336,0.762043297290802,0.7777669429779053,0.47919803857803345,0.3075662851333618,0.31812387704849243
o,0.3125215768814087,0.2879846394062042,0.3052383065223694,0.807210385799408,0.8257683515548706,0.671141505241394
b,0.23646004498004913,0.24670211970806122,0.25420522689819336,0.7913958430290222,0.8413245677947998,0.6417691707611084
c,0.23375913500785828,0.2500361204147339,0.24624399840831757,0.4734184145927429,0.6577146053314209,0.7925641536712646
