replica_index,data_path,structure_path,dataset_type,sequence_length,num_variables,lag_used,gt_edges_offdiag,gt_edges_total,predicted_edges_offdiag,rank,rank_deficient,duplicate_pairs,granger_successful_tests,granger_failed_tests,score_min,score_max,score_mean,score_std,tp,fp,fn,tn,auroc,auprc,f1,shd,core_runtime_sec,end_to_end_runtime_sec
0,/storage/home/ydk297/projects/time_series/baseline/data/NC8/nc8_data_0.csv,/storage/home/ydk297/projects/time_series/baseline/data/NC8/nc8_struct_0.csv,nc8,2000,8,16,7,11,25,7,True,z==w,56,0,-0.0,690.7755278982137,89.26582712563273,187.03463170954615,6,19,1,30,0.8338192419825073,0.7410018552875696,0.375,20,4.10534144192934,4.116702686995268
