dataset,replica,lag,T,N,rank,rank_deficient,dup_col_pairs,gt_offdiag_pos,gt_offdiag_neg,mA_auroc,mA_auroc_T,mA_auprc,mA_score_std,mA_score_is_constant,mA_failed_tests,mA_runtime_sec,mB_auroc,mB_auroc_T,mB_auprc,mB_score_std,mB_score_is_constant,mB_failed_tests,mB_runtime_sec,mC_auroc,mC_auroc_T,mC_auprc,mC_score_std,mC_score_is_constant,mC_failed_tests,mC_runtime_sec,mD_auroc,mD_auroc_T,mD_auprc,mD_score_std,mD_score_is_constant,mD_failed_tests,mD_runtime_sec
nc8,0,16,2000,8,7,True,z==w,7,49,0.5,0.5,0.4890431782469085,0.0,True,56,0.5647060349583626,0.6574344023323615,0.5860058309037901,0.180632735403614,46873474550.67162,False,0,0.04023514501750469,0.8542274052478134,0.565597667638484,0.8549165120593692,75.09030119110821,False,2,0.7573896320536733,0.8338192419825073,0.5102040816326531,0.7410018552875696,81.22810847626289,False,0,4.674134094733745
