0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.18671894,0.17032242,0.21352482,0.15709019,0.19521713,0.21962833,0.15012455,0.1879797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01493454,0.05500126,0.006280899,0.00012397766,0.004749298,0.04565525,0.048901558,0.0,0.04794407,0.031597137,0.03999424,0.10607052,0.030002594,0.05852604,0.05520153,0.040128708,0.0,0.06886864,0.082211494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001572609,0.0025978088,0.004307747,0.009752274,0.008728027,0.004767418,0.0,0.052664757,0.0,0.021844864,0.014330864,0.018588066,0.0,0.0,0.01705265,0.0
0.18041897,0.18163586,0.20798302,0.21807575,0.17650986,0.1872797,0.16848373,0.22692394,0.0038881302,9.727478e-05,0.0,0.0006389618,0.0,0.0,0.0,0.0063552856,0.021065712,0.04492855,0.008367538,0.002149582,0.0,0.047156334,0.033563614,0.0055418015,0.0,0.046207428,0.04393959,0.04188919,0.00779438,0.0106287,0.00053596497,0.0027914047,0.0,0.17986298,0.15289593,0.0055589676,0.0025691986,0.039992332,0.0014019012,0.01337719,0.0,0.002770424,0.0016927719,0.0,0.0,0.0,0.005012512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009395599,0.008359909,0.045710564,0.040613174,0.038276672,0.0015182495,0.00014781952,0.049806595,0.007968903
0.14298344,0.14972782,0.17852211,0.11431885,0.24947739,0.18881702,0.11371803,0.16309929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039691925,0.017513275,0.0009202957,0.0,0.0,0.027427673,0.043292046,0.0,0.03947544,0.008547783,0.0323143,0.08019447,0.04825878,0.04237461,0.040639877,0.025139809,0.0,0.064287186,0.06078148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002820015,0.0,0.0,0.0,0.03228855,0.0014953613,0.009208679,0.00023460388,0.0,0.0006837845,0.0001077652,0.0,0.0
0.12662983,0.12767887,0.16152,0.23247623,0.13171482,0.118759155,0.11844349,0.14352036,0.008669853,0.0026750565,0.0,0.0,0.0,0.0,0.008667946,0.019896507,0.004518509,0.039312363,0.010765076,0.0,0.0,0.047410965,0.041542053,0.0,0.0002746582,0.015047073,0.028524399,0.034980774,0.0,0.009527206,0.0,0.0,0.0032930374,0.15076447,0.13894653,0.012731552,0.002814293,0.07137966,0.0027065277,0.006495476,0.0,0.007704735,0.023265839,0.0,0.0,0.0,0.016044617,0.0014209747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034573555,0.0,0.011842728,0.012670517,0.015118599,0.0,0.0,0.0115709305,0.0010623932
0.19410801,0.108410835,0.20837879,0.11986542,0.17403793,0.16864681,0.13659477,0.14679337,0.0,0.0,0.0025863647,0.0012025833,0.0,0.0,0.0,0.0,0.036183357,0.029259682,0.015207291,0.01235199,0.024076462,0.038341522,0.035552025,0.011051178,0.07259178,0.0317688,0.053372383,0.11377239,0.048830032,0.05603981,0.060282707,0.059617996,0.0,0.013320923,0.033828735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013375282,0.0016241074,0.01693821,0.011973381,0.016963005,0.0033073425,0.0,0.014241219,0.00079250336
0.18640041,0.1391077,0.14321041,0.16257954,0.20744228,0.1793499,0.1524086,0.16222191,0.0,0.0006570816,0.0023612976,0.002995491,0.007871628,0.00018405914,0.005841255,0.0022230148,0.04775524,0.055719376,0.014502525,0.006896019,0.02411747,0.05680275,0.051405907,0.031394005,0.016103745,0.02175045,0.032377243,0.05572319,0.018924713,0.050595284,0.024727821,0.014510155,0.0,0.08524132,0.080825806,0.0,0.0,0.002922058,0.00048732758,0.00067043304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020189285,0.0,0.0,0.0020580292,0.03239441,0.0012493134,0.0,0.010379791,0.013724327,2.861023e-05,0.0,0.006307602,0.0
0.19302177,0.174469,0.20551586,0.17536736,0.20191956,0.21260929,0.16905785,0.14272594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019604683,0.04275608,0.008561134,0.008680344,0.008659363,0.02720356,0.03845215,0.0,0.03284359,0.006129265,0.014448166,0.052515984,0.0013895035,0.013298035,0.022065163,0.0002965927,0.0,0.097595215,0.08578873,0.0015735626,0.0,0.0035905838,0.001326561,0.0011863708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015134811,0.0,0.0,0.0,0.0,0.0,0.0012617111,0.0,0.03785515,0.010056496,0.022573471,0.0021038055,0.009640694,0.0016994476,0.0,0.009391785,0.0
0.1915617,0.15049839,0.18637562,0.18474483,0.15225315,0.15690517,0.12538147,0.20272923,0.0,0.0,0.0,4.7683716e-06,0.0,0.00022983551,0.0,0.008084297,0.0017166138,0.03905201,0.0,0.0,0.0,0.064600945,0.06972599,0.010582924,0.0,0.0044984818,0.019191742,0.010483742,0.0,0.0,0.0,0.0,0.0012187958,0.11190319,0.11348343,0.0021924973,0.0,0.027716637,8.678436e-05,0.002699852,0.0,0.0,0.008289337,0.0,0.0,0.0,0.009667397,0.0,0.0,0.0,0.0,0.001408577,0.0,0.00051498413,0.0052337646,0.056380272,0.0,0.024105072,0.0151491165,0.017953873,0.0,0.0,0.030848503,0.0
0.023208618,0.009039879,0.006593704,0.0076532364,0.013933182,0.0068798065,0.014420509,0.008529663,0.21245575,0.08010578,0.050079346,0.07761192,0.07743168,0.101745605,0.16089344,0.286067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04566574,0.031352043,0.00015926361,0.0,0.0,0.0,0.0,0.013688087,0.022281647,0.019917488,0.016273499,0.011330605,0.015349388,0.0026664734,0.01821518,0.10218239,0.16663742,0.24104309,0.12517452,0.053484917,0.13374805,0.2229557,0.072356224,0.0,0.0,0.0,0.0,0.0,6.771088e-05,0.0024795532,0.0,0.0054979324,0.039652824,0.048420906,0.060167313,0.0114479065,0.10251999,0.05767536,0.010389328
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21126652,0.20910549,0.29487133,0.25551987,0.19728851,0.2554598,0.19443989,0.15079975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008486748,0.021109581,0.024090767,0.0018091202,0.026247025,0.011411667,0.032294273,0.015411377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051077843,0.09842491,0.08630371,0.042934418,0.063342094,0.08823776,0.080462456,0.0335598,0.0016851425,0.0,0.0012168884,0.000954628,0.0,0.0018339157,0.0,0.0,0.0,0.008277893,0.0078077316,0.009934425,0.0033416748,0.024446487,0.012753487,0.00056934357
