sample_id,dataset,mode,split,num_variables,sequence_length,observed_variable_count,hidden_variable_count,ground_truth_edges,predicted_edges,auroc,auprc,f1,accuracy,shd,runtime_sec,threshold
replica_000,nc8,latent,,6,2000,6,2,3,3,0.9393939393939394,0.6805555555555555,0.6666666666666666,0.9444444444444444,2,111.76690626190975,15.553706645965576
replica_001,nc8,latent,,6,2000,6,2,3,2,0.8787878787878788,0.4166666666666667,0.4,0.9166666666666666,3,105.78637814801186,15.553706645965576
replica_002,nc8,latent,,6,2000,6,2,3,3,0.9292929292929293,0.5138888888888888,0.6666666666666666,0.9444444444444444,2,105.63750181579962,15.553706645965576
replica_003,nc8,latent,,6,2000,6,2,3,1,0.9595959595959596,0.7222222222222222,0.5,0.9444444444444444,2,104.46190549107268,15.553706645965576
replica_004,nc8,latent,,6,2000,6,2,3,3,0.9292929292929293,0.5138888888888888,0.6666666666666666,0.9444444444444444,2,104.59458590904251,15.553706645965576
