,y,z,w,o,b,c
y,2.003567305723627e-257,1.0133834694344436e-38,1.0133834694344436e-38,3.9151307290276915e-138,1.376087536397556e-18,0.026218971231209465
z,2.290793306620838e-08,1.5293269291523198e-249,1.5293269291523198e-249,5.057808494596575e-17,0.045993119628232056,0.1020653657109731
w,2.290793306620838e-08,1.5293269291523198e-249,1.5293269291523198e-249,5.057808494596575e-17,0.045993119628232056,0.1020653657109731
o,0.013547938469957933,0.1467475957519793,0.1467475957519793,2.2423302372177057e-91,7.745769323565328e-178,1.4653989854298447e-09
b,6.777596521165939e-12,0.20156752766604769,0.20156752766604769,1.7811677944837885e-05,2.2813473517324983e-161,1.9785360708232412e-11
c,0.08080732678728363,0.030323145510445224,0.030323145510445224,0.01608783997837567,0.00019300725801684726,1.8562166130247994e-200
