,y,z,w,o,b,c
y,233.35060260002692,42.94085023283281,42.94085023283281,120.40906417646079,5.780428124649572,1.512661168840771
z,7.932936754182487,287.52729017113097,287.52729017113097,12.525519854936018,6.517558085597166,0.7957825554440243
w,7.932936754182487,287.52729017113097,287.52729017113097,12.525519854936018,6.517558085597166,0.7957825554440243
o,2.1054299790719484,3.1556899148319637,3.1556899148319637,86.15118435916224,177.48666889669508,9.92448658110974
b,8.143642981987513,2.158119417243489,2.158119417243489,7.673486596740146,195.27884919781496,7.279881331555309
c,1.5275751899138335,1.1649237333247136,1.1649237333247136,1.3550366256363013,4.048491455964156,176.0853455943099
