,x,y,z,w,o,a,b,c
x,0.0,690.7755278982137,336.2164477986644,336.2164477986644,389.2111227210168,0.06730008396428046,0.4814914162199933,1.1802109241761913
y,6.960909976623821,0.0,85.10954554570013,85.10954554570013,374.5844969680482,0.1407083817062484,0.7786640901206867,1.4708254581713127
z,5.009726005803351,100.5211475335245,0.0,-0.0,77.24926406534757,0.5049627141401483,0.14516794586021695,1.291077945639793
w,5.009726005803351,100.5211475335245,-0.0,0.0,77.24926406534757,0.5049627141401483,0.14516794586021695,1.291077945639793
o,3.854306412561746,1.2915120445823765,2.5118036479948125,2.5118036479948125,0.0,9.364786372338733,626.3571138236251,56.183323950752325
a,0.7946469058213601,0.8767960234903523,0.016340124131558456,0.016340124131558456,690.7755278982137,0.0,690.7755278982137,96.47886344983779
b,1.3434344165959895,1.4647379537016267,1.0487275034240426,1.0487275034240426,34.32964883553799,28.472970014543083,0.0,31.88393646731952
c,0.42869877836414955,0.5981225443107716,0.30209390124887353,0.30209390124887353,2.1697587573014547,1.8875712702890857,34.05116783681251,0.0
