,X0,X1,X2,X3,X5,X6,X7,X8,X9,X10,X11,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X43,X44,X45,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67
X0,0.05984130874276161,0.06544890254735947,0.06677839905023575,0.055956609547138214,0.06405855715274811,0.05614437535405159,0.06624119728803635,0.07786601781845093,0.0691526010632515,0.07081826776266098,0.05733491852879524,0.06307384371757507,0.06756650656461716,0.061293311417102814,0.08273782581090927,0.06007486954331398,0.06806785613298416,0.054834820330142975,0.07037356495857239,0.06800137460231781,0.06813739240169525,0.07408908009529114,0.06240413337945938,0.06950655579566956,0.06896443665027618,0.07058383524417877,0.0617627277970314,0.07053275406360626,0.07082531601190567,0.06528784334659576,0.06287609785795212,0.0784887969493866,0.07047352194786072,0.05177720636129379,0.06825627386569977,0.0570434145629406,0.06259448826313019,0.06735551357269287,0.07746419310569763,0.07702317088842392,0.06081491708755493,0.054078198969364166,0.06908336281776428,0.058536991477012634,0.05984276533126831,0.06767675280570984,0.07395098358392715,0.07562369853258133,0.05901241675019264,0.05732006952166557,0.07705628126859665,0.07323824614286423,0.07172476500272751,0.06829359382390976,0.07878845185041428,0.0596684031188488,0.06888100504875183,0.06146584451198578,0.0619690902531147,0.0640893504023552,0.08613094687461853,0.06601715087890625,0.05908700078725815,0.06691829860210419
X1,0.05271049588918686,0.06530454009771347,0.06565511226654053,0.06389475613832474,0.06304174661636353,0.07900539040565491,0.058430977165699005,0.06913953274488449,0.061754610389471054,0.06831508129835129,0.05880620330572128,0.06109711900353432,0.06128082796931267,0.05854683369398117,0.06640810519456863,0.07242303341627121,0.06864844262599945,0.07609964162111282,0.05434611439704895,0.05712777003645897,0.07128938287496567,0.0713079646229744,0.06837406754493713,0.0722438246011734,0.07610788941383362,0.07577123492956161,0.07274922728538513,0.078148253262043,0.042074672877788544,0.058389417827129364,0.06510569900274277,0.07434282451868057,0.059063397347927094,0.07312440872192383,0.08117203414440155,0.07393880188465118,0.06977926939725876,0.06334630399942398,0.07244454324245453,0.07029939442873001,0.060689594596624374,0.06308569014072418,0.07494422793388367,0.06219472363591194,0.057316310703754425,0.07552500814199448,0.05830824002623558,0.061987027525901794,0.061194077134132385,0.06392399221658707,0.06143851950764656,0.06549116224050522,0.06256591528654099,0.06245709955692291,0.07681947946548462,0.0661555752158165,0.06927408277988434,0.062040895223617554,0.07513659447431564,0.06924895197153091,0.06423491984605789,0.06216217577457428,0.06615202128887177,0.06529727578163147
X2,0.07640355825424194,0.08611439168453217,0.06915990263223648,0.06348611414432526,0.07720248401165009,0.05732095241546631,0.07396101951599121,0.060044463723897934,0.06249750033020973,0.07789463549852371,0.0811852216720581,0.05968783423304558,0.07198844850063324,0.0563087984919548,0.06942132115364075,0.06632214784622192,0.054404083639383316,0.07322099059820175,0.0640086829662323,0.07456924766302109,0.06517717242240906,0.07215990871191025,0.07103967666625977,0.0638754740357399,0.06881733238697052,0.05850151926279068,0.06652776896953583,0.07010757178068161,0.0777566060423851,0.0693279504776001,0.06272866576910019,0.06472885608673096,0.0723096951842308,0.07388978451490402,0.06275533139705658,0.07351955026388168,0.07176738232374191,0.06491236388683319,0.07135695964097977,0.0596705824136734,0.07522011548280716,0.06824301928281784,0.07343167811632156,0.06323018670082092,0.06471249461174011,0.07037487626075745,0.0689573585987091,0.05640518292784691,0.05907263979315758,0.0570998378098011,0.06585249304771423,0.07464077323675156,0.060446858406066895,0.06937474012374878,0.059634461998939514,0.07424785941839218,0.06490026414394379,0.0799517035484314,0.05821694806218147,0.07910394668579102,0.07652004063129425,0.06039696931838989,0.061154160648584366,0.0702490359544754
X3,0.06537825614213943,0.08236526697874069,0.06301648169755936,0.07097488641738892,0.06824525445699692,0.06680531054735184,0.06886380165815353,0.07163970172405243,0.07473205775022507,0.06499388068914413,0.0701528862118721,0.08530724793672562,0.06568643450737,0.07016913592815399,0.05505229905247688,0.07199905812740326,0.07429005205631256,0.06400024145841599,0.07460661232471466,0.06602867692708969,0.08186892420053482,0.08214118331670761,0.07132329046726227,0.08481472730636597,0.06960685551166534,0.07009917497634888,0.06228604540228844,0.07072243094444275,0.06322946399450302,0.07008573412895203,0.07269322127103806,0.06932447850704193,0.058664776384830475,0.06529004871845245,0.06794795393943787,0.07506109774112701,0.06651889532804489,0.055816832929849625,0.05823204666376114,0.08139635622501373,0.06903958320617676,0.0667809247970581,0.05525299906730652,0.07450008392333984,0.06593841314315796,0.06611253321170807,0.06713312864303589,0.07425794750452042,0.06330323964357376,0.07524171471595764,0.06262899935245514,0.06709951907396317,0.06699380278587341,0.06864891946315765,0.06999887526035309,0.07408314943313599,0.07185763120651245,0.0548565573990345,0.08558116108179092,0.0722183957695961,0.06626255065202713,0.06630212813615799,0.07615632563829422,0.0624476820230484
X5,0.06359464675188065,0.05904649198055267,0.06208935007452965,0.07038760185241699,0.07348185032606125,0.06326094269752502,0.06416326761245728,0.07300145924091339,0.0771234780550003,0.08057975769042969,0.07115466892719269,0.07775859534740448,0.08908020704984665,0.07295755296945572,0.08624588698148727,0.08266541361808777,0.06604383140802383,0.06853721290826797,0.07466533035039902,0.051295194774866104,0.06384741514921188,0.07594646513462067,0.06340710818767548,0.06918926537036896,0.07491124421358109,0.07449224591255188,0.061427511274814606,0.06766305863857269,0.06269577145576477,0.07713617384433746,0.06281854957342148,0.06697548925876617,0.0688595324754715,0.05912861227989197,0.06685084104537964,0.06468713283538818,0.06025499477982521,0.07985766232013702,0.06103571504354477,0.07860051840543747,0.06391214579343796,0.07803995162248611,0.08318790793418884,0.07649566233158112,0.06265422701835632,0.05340544506907463,0.06563211977481842,0.07807030528783798,0.06262426823377609,0.07423167675733566,0.07586377114057541,0.06333692371845245,0.06411400437355042,0.07445091754198074,0.06496438384056091,0.0606285035610199,0.06501923501491547,0.07015029340982437,0.07756616920232773,0.07139459997415543,0.09192326664924622,0.06698666512966156,0.056003037840127945,0.07186030596494675
X6,0.07391098886728287,0.0782080590724945,0.07486104220151901,0.0712888315320015,0.06925365328788757,0.060487307608127594,0.07039890438318253,0.07252896577119827,0.07126438617706299,0.07118386775255203,0.07252252846956253,0.07785256206989288,0.07027622312307358,0.05038941279053688,0.08134183287620544,0.06402598321437836,0.05765867605805397,0.06641464680433273,0.06784367561340332,0.0575219951570034,0.07052825391292572,0.07242757827043533,0.06958213448524475,0.07457426190376282,0.06636445224285126,0.06570198386907578,0.06227363273501396,0.06671582162380219,0.06639184057712555,0.07172062247991562,0.077570341527462,0.07707430422306061,0.06802717596292496,0.07378882169723511,0.07109773904085159,0.05258871242403984,0.06795879453420639,0.05715998262166977,0.060075730085372925,0.06414251029491425,0.0638938769698143,0.05548024922609329,0.06461455672979355,0.06921901553869247,0.058037884533405304,0.07744721323251724,0.06666906177997589,0.07174689322710037,0.07443701475858688,0.06074092909693718,0.06861354410648346,0.056493669748306274,0.06073864921927452,0.06075545772910118,0.0643516406416893,0.060684334486722946,0.056698575615882874,0.05852663516998291,0.061501841992139816,0.07364442944526672,0.05782879889011383,0.07700274884700775,0.07112874835729599,0.06566431373357773
X7,0.06047351658344269,0.06091751158237457,0.0709417387843132,0.06516698002815247,0.05725957825779915,0.07406853884458542,0.06565573066473007,0.06763922423124313,0.07685692608356476,0.07685942202806473,0.06782993674278259,0.059413082897663116,0.05308304354548454,0.05133742839097977,0.08403053134679794,0.07425763458013535,0.06047201156616211,0.07431824505329132,0.08170533925294876,0.07875052094459534,0.05010073632001877,0.06494137644767761,0.0747150257229805,0.062848761677742,0.06998835504055023,0.06938741356134415,0.05271315202116966,0.059454746544361115,0.07126866281032562,0.07033826410770416,0.06538713723421097,0.07277078926563263,0.05499706044793129,0.06999947875738144,0.06295511871576309,0.07002057880163193,0.070622518658638,0.07160726189613342,0.06334158778190613,0.06592071056365967,0.06345895677804947,0.06335075944662094,0.08314427733421326,0.07199200987815857,0.07074539363384247,0.06810346990823746,0.06904526054859161,0.07859956473112106,0.06265948712825775,0.056313902139663696,0.07865696400403976,0.07013024389743805,0.06980931013822556,0.06274352222681046,0.0676599070429802,0.0585799403488636,0.058002326637506485,0.06558423489332199,0.053798310458660126,0.07599017024040222,0.06669804453849792,0.06449349969625473,0.05800396203994751,0.05751299485564232
X8,0.049423251301050186,0.07671163231134415,0.06974871456623077,0.06184928119182587,0.06826455146074295,0.06473016738891602,0.08282679319381714,0.05928179249167442,0.06130310148000717,0.05837680399417877,0.06359466910362244,0.06773917376995087,0.06485062092542648,0.08362362533807755,0.0700383335351944,0.057259246706962585,0.0742696225643158,0.08022473752498627,0.06853312253952026,0.060174793004989624,0.061960749328136444,0.06436747312545776,0.0627409815788269,0.07243812084197998,0.06237099692225456,0.07706205546855927,0.06766067445278168,0.08183739334344864,0.06299834698438644,0.06582342088222504,0.07537158578634262,0.07396762073040009,0.06571140140295029,0.06468894332647324,0.06242245435714722,0.06631267815828323,0.06793604046106339,0.07275368273258209,0.07338850945234299,0.06462915241718292,0.06211137771606445,0.06936576962471008,0.07657840847969055,0.06053241714835167,0.07226986438035965,0.06394138187170029,0.05826295167207718,0.05997578054666519,0.06400574743747711,0.06681058555841446,0.0664057582616806,0.07432281225919724,0.06733211874961853,0.07166962325572968,0.07419799268245697,0.05323006585240364,0.06779936701059341,0.06717041879892349,0.0811409056186676,0.0774056613445282,0.07680460810661316,0.05487390235066414,0.058931414037942886,0.06273771077394485
X9,0.06133035197854042,0.07266440987586975,0.06036010757088661,0.08036550879478455,0.06060439348220825,0.07366043329238892,0.07627514749765396,0.08094710856676102,0.0610552616417408,0.06703006476163864,0.07711692899465561,0.06583019345998764,0.08127541840076447,0.0768008828163147,0.06573805212974548,0.06659946590662003,0.06864120066165924,0.0719408169388771,0.055498138070106506,0.06570564210414886,0.061070870608091354,0.07159483432769775,0.0702279731631279,0.06447707861661911,0.06696832925081253,0.06308551877737045,0.07428115606307983,0.08593211323022842,0.0639270693063736,0.0610586516559124,0.06611640006303787,0.06831459701061249,0.06743410229682922,0.07626373320817947,0.05857481807470322,0.08258474618196487,0.059135861694812775,0.061994705349206924,0.07626833766698837,0.07764995843172073,0.0727357566356659,0.06471852213144302,0.07238025218248367,0.06608639657497406,0.06775195896625519,0.06321212649345398,0.07378973811864853,0.06035611405968666,0.06874699890613556,0.07622314244508743,0.06846705824136734,0.08021516352891922,0.07329221814870834,0.06448571383953094,0.07332522422075272,0.07494466751813889,0.06383678317070007,0.07652738690376282,0.06881532818078995,0.07265522330999374,0.07200495153665543,0.07862008363008499,0.05972376838326454,0.05668259412050247
X10,0.07590886950492859,0.07451126724481583,0.061608877032995224,0.058340054005384445,0.05345401167869568,0.05974017083644867,0.06284229457378387,0.06384995579719543,0.07745455950498581,0.0645400807261467,0.0758185088634491,0.07421399652957916,0.07067393511533737,0.06687051057815552,0.06411848217248917,0.07275484502315521,0.07118377834558487,0.07732081413269043,0.07035057246685028,0.06253720074892044,0.06260739266872406,0.06356340646743774,0.06817285716533661,0.06473653763532639,0.05861774459481239,0.07003951072692871,0.06823934614658356,0.06545607000589371,0.07221081107854843,0.07038034498691559,0.06250949949026108,0.07686135172843933,0.07079833000898361,0.07505343109369278,0.06261588633060455,0.07571428269147873,0.06755299866199493,0.08193923532962799,0.07815773040056229,0.06865187734365463,0.07109963148832321,0.061750657856464386,0.07176457345485687,0.059709399938583374,0.07178203016519547,0.06595845520496368,0.06594237685203552,0.07037796080112457,0.08246076107025146,0.065767802298069,0.05871503800153732,0.06972537189722061,0.07010380178689957,0.05118834227323532,0.06397589296102524,0.06607203930616379,0.07187600433826447,0.07131318747997284,0.05979064106941223,0.0643894225358963,0.055608365684747696,0.07857835292816162,0.07202589511871338,0.0689859464764595
