,y,z,w,o,b,c
y,1.0468263890901656e-227,4.631753205024015e-40,4.631753205024015e-40,1.5708479635401626e-71,0.00014265216867576823,0.0531714131454935
z,3.216712798115938e-10,0.0,0.0,3.209205189010418e-07,0.00040152763727811433,0.4013745165244324
w,3.216712798115938e-10,0.0,0.0,3.209205189010418e-07,0.00040152763727811433,0.4013745165244324
o,0.06386982441293132,0.16644873306416547,0.16644873306416547,4.4636369222469075e-70,3.1735369898577657e-174,1.9556522561052276e-12
b,2.3326083636080353e-06,0.2686094538954795,0.2686094538954795,5.384561738830776e-11,5.6657831318798664e-275,3.520716709813254e-08
c,0.008713184131815035,0.14254317094106808,0.14254317094106808,0.03976446030521672,2.5126469878740642e-05,3.849151695555731e-168
