,x,y,z,w,o,a,b,c
x,0.0,393.81930848298106,286.43141100424447,286.43141100424447,16.145959830203875,0.10757520649844293,0.0485512246755867,0.07977764001710519
y,1.6678261078097685,0.0,15.87267501534267,15.87267501534267,25.246844263027228,0.0016847196179883308,0.2732546018386844,0.2405869195666246
z,36.44526589311526,31.33596465480293,0.0,-0.0,14.16320913214491,0.30512958725645883,0.3254302932306254,0.9331574679184347
w,36.44526589311526,31.33596465480293,-0.0,0.0,14.16320913214491,0.30512958725645883,0.3254302932306254,0.9331574679184347
o,3.0134912245918697,3.2384173057448096,0.13695445708331544,0.13695445708331544,0.0,29.098994988925003,53.54823692864455,9.664938293493067
a,0.16528182843277459,0.18222678383383328,0.09718316385428412,0.09718316385428412,261.98016186886235,0.0,204.31701956009792,12.34424249114813
b,0.5820904043962909,0.23392382445871115,0.16893860235645106,0.16893860235645106,98.2634793686498,49.652600247083434,0.0,15.85042355161947
c,0.05438273350983357,0.09052459944085568,0.2551298783270587,0.2551298783270587,29.12046500616913,6.711829808966287,26.6546539619386,0.0
